Load ID,Pickup Date,Truck ID,Driver Name,Lane,Miles,Revenue USD,Est Cost USD,Profit USD,Profit Margin %
L000714,2025-08-26,T0292,Casey Johnson,"Dallas, TX → Tampa, FL",427,1016.26,836.52,179.74,17.69
L000715,2025-08-03,T0294,Finley Gonzalez,"Dallas, TX → Buffalo, NY",249,966.12,488.57,477.55,49.43
L000716,2025-03-08,T0147,Hayden Garcia,"Charlotte, NC → San Jose, CA",401,1255.13,655.13,600.0,47.8
L000717,2025-04-29,T0211,Drew Garcia,"Newark, NJ → New York, NY",1063,2147.26,1860.04,287.22,13.38
L000718,2025-09-12,T0132,Emerson Martin,"Houston, TX → Richmond, VA",1171,2166.35,2057.92,108.43,5.01
L000719,2025-03-24,T0043,Riley Moore,"Charlotte, NC → Buffalo, NY",683,1809.95,1182.96,626.99,34.64
L000720,2025-01-09,T0037,Micah Martinez,"Denver, CO → Baltimore, MD",2320,4500.8,4272.6,228.2,5.07
L000721,2025-04-15,T0021,Drew Garcia,"Chicago, IL → Louisville, KY",452,1170.68,782.95,387.73,33.12
L000722,2025-01-28,T0318,Rowan Miller,"Kansas City, MO → Philadelphia, PA",2452,4266.48,4114.34,152.14,3.57
L000723,2025-06-01,T0212,Hayden Martin,"Boston, MA → Baltimore, MD",1318,3229.1,2428.28,800.82,24.8
L000724,2025-03-23,T0129,Harper Gonzalez,"Columbus, OH → San Diego, CA",2196,3667.32,3902.53,-235.21,-6.41
L000725,2025-09-09,T0326,Kai Thomas,"Savannah, GA → Richmond, VA",1791,3868.56,3236.26,632.3,16.34
L000726,2025-01-22,T0361,Drew Miller,"Phoenix, AZ → Cincinnati, OH",2437,4922.74,3865.95,1056.79,21.47
L000727,2025-08-19,T0236,Kai Martin,"Dallas, TX → Birmingham, AL",225,798.75,501.84,296.91,37.17
L000728,2025-05-16,T0390,Drew Brown,"Phoenix, AZ → San Diego, CA",1062,1985.94,1928.68,57.26,2.88
L000729,2025-02-11,T0357,Kai Johnson,"Columbus, OH → San Diego, CA",1167,2462.37,2226.14,236.23,9.59
L000730,2025-05-05,T0370,Kai Martinez,"Savannah, GA → Raleigh, NC",713,1975.01,1184.26,790.75,40.04
L000731,2025-05-23,T0340,Alex Johnson,"Chicago, IL → Buffalo, NY",750,2160.0,1421.44,738.56,34.19
L000732,2025-05-11,T0011,Morgan Miller,"Houston, TX → Pittsburgh, PA",709,2013.56,1126.14,887.42,44.07
L000733,2025-08-02,T0214,Harper Wilson,"Phoenix, AZ → Cincinnati, OH",421,1237.74,678.08,559.66,45.22
L000734,2025-08-05,T0276,Drew Rodriguez,"San Antonio, TX → San Diego, CA",2321,5570.4,4563.15,1007.25,18.08
L000735,2025-05-20,T0333,Alex Johnson,"Indianapolis, IN → Norfolk, VA",489,1452.33,840.86,611.47,42.1
L000736,2025-04-04,T0116,Jesse Williams,"Miami, FL → Baltimore, MD",1622,3503.52,2876.13,627.39,17.91
L000737,2025-01-02,T0173,Hayden Gonzalez,"Chicago, IL → Jacksonville, FL",210,716.1,377.94,338.16,47.22
L000738,2025-03-03,T0084,Quinn Taylor,"Portland, OR → Minneapolis, MN",2450,4679.5,4209.87,469.63,10.04
L000739,2025-07-05,T0212,Jordan Miller,"Columbus, OH → Milwaukee, WI",1669,3154.41,2851.67,302.74,9.6
L000740,2025-03-11,T0207,Harper Miller,"Savannah, GA → Milwaukee, WI",390,1072.5,712.54,359.96,33.56
L000741,2025-06-28,T0272,Quinn Williams,"Atlanta, GA → Jacksonville, FL",1537,3289.18,2779.48,509.7,15.5
L000742,2025-05-31,T0279,Quinn Taylor,"Los Angeles, CA → Orlando, FL",706,1807.36,1370.91,436.45,24.15
L000743,2025-02-23,T0351,Riley Hernandez,"Columbus, OH → Baltimore, MD",2049,4138.98,3655.7,483.28,11.68
L000744,2025-06-20,T0143,Drew Williams,"Dallas, TX → Milwaukee, WI",764,2223.24,1343.91,879.33,39.55
L000745,2025-01-27,T0330,Rowan Miller,"Columbus, OH → Richmond, VA",2135,4761.05,3771.54,989.51,20.78
L000746,2025-01-17,T0324,Emerson Martinez,"Denver, CO → Boise, ID",1699,4094.59,2762.99,1331.6,32.52
L000747,2025-07-13,T0266,Emerson Jackson,"Atlanta, GA → Tampa, FL",1543,3255.73,2891.99,363.74,11.17
L000748,2025-07-06,T0054,Harper Davis,"Newark, NJ → Tampa, FL",993,2134.95,1776.56,358.39,16.79
L000749,2025-03-31,T0169,Kai Martin,"Houston, TX → Cincinnati, OH",1692,3790.08,3248.16,541.92,14.3
L000750,2025-04-08,T0313,Riley Thomas,"Columbus, OH → Baltimore, MD",2219,5214.65,3910.08,1304.57,25.02
L000751,2025-07-07,T0046,Taylor Wilson,"Memphis, TN → Cincinnati, OH",672,2116.8,1349.17,767.63,36.26
L000752,2025-07-05,T0365,Alex Johnson,"Houston, TX → Orlando, FL",218,828.4,411.49,416.91,50.33
L000753,2025-01-08,T0137,Logan Brown,"Boston, MA → Birmingham, AL",641,1961.46,1065.13,896.33,45.7
L000754,2025-02-07,T0289,Cameron Rodriguez,"Memphis, TN → Norfolk, VA",851,1557.33,1711.18,-153.85,-9.88
L000755,2025-05-27,T0337,Jordan Thomas,"Dallas, TX → Pittsburgh, PA",1485,3578.85,2646.33,932.52,26.06
L000756,2025-04-23,T0284,Reese Thomas,"Memphis, TN → Norfolk, VA",1031,2433.16,1666.91,766.25,31.49
L000757,2025-02-15,T0198,Avery Anderson,"Memphis, TN → Cincinnati, OH",1850,3182.0,3134.42,47.58,1.5
L000758,2025-04-16,T0322,Harper Martin,"Charlotte, NC → Louisville, KY",1856,3934.72,3322.45,612.27,15.56
L000759,2025-02-25,T0119,Avery Jones,"Phoenix, AZ → Tampa, FL",123,478.47,214.65,263.82,55.14
L000760,2025-03-06,T0268,Hayden Martin,"Chicago, IL → Pittsburgh, PA",2204,4826.76,4089.03,737.73,15.28
L000761,2025-06-02,T0383,Quinn Martinez,"Miami, FL → New York, NY",452,1365.04,815.78,549.26,40.24
L000762,2025-07-04,T0079,Casey Thomas,"Portland, OR → Jacksonville, FL",670,1500.8,1105.14,395.66,26.36
L000763,2025-09-09,T0370,Kai Brown,"Denver, CO → Milwaukee, WI",1999,3678.16,3509.57,168.59,4.58
L000764,2025-08-03,T0319,Alex Thomas,"Newark, NJ → Salt Lake City, UT",2291,4123.8,3939.19,184.61,4.48
L000765,2025-08-27,T0048,Logan Brown,"Charlotte, NC → Richmond, VA",2124,3653.28,3513.44,139.84,3.83
L000766,2025-05-30,T0217,Drew Jackson,"Los Angeles, CA → Birmingham, AL",1019,2190.85,1992.08,198.77,9.07
L000767,2025-03-18,T0128,Taylor Miller,"Phoenix, AZ → Minneapolis, MN",2231,4729.72,3638.03,1091.69,23.08
L000768,2025-09-08,T0151,Jesse Williams,"Chicago, IL → Boise, ID",455,1187.55,745.49,442.06,37.22
L000769,2025-05-16,T0071,Micah Smith,"Columbus, OH → Cincinnati, OH",445,1179.25,928.13,251.12,21.29
L000770,2025-07-09,T0281,Micah Rodriguez,"San Antonio, TX → Birmingham, AL",150,598.5,270.23,328.27,54.85
L000771,2025-04-23,T0060,Kai Martinez,"San Antonio, TX → Milwaukee, WI",1843,4165.18,3082.56,1082.62,25.99
L000772,2025-03-03,T0271,Quinn Williams,"Indianapolis, IN → Norfolk, VA",384,956.16,679.26,276.9,28.96
L000773,2025-06-02,T0323,Micah Martinez,"Memphis, TN → Birmingham, AL",1963,4632.68,3765.69,866.99,18.71
L000774,2025-01-21,T0032,Alex Thomas,"Dallas, TX → Louisville, KY",577,1829.09,988.91,840.18,45.93
L000775,2025-01-05,T0398,Cameron Rodriguez,"Savannah, GA → Minneapolis, MN",2199,5453.52,3869.1,1584.42,29.05
L000776,2025-04-30,T0129,Emerson Jackson,"Atlanta, GA → Richmond, VA",1894,3901.64,2946.01,955.63,24.49
L000777,2025-05-06,T0350,Jordan Gonzalez,"Los Angeles, CA → Milwaukee, WI",1333,2412.73,2372.98,39.75,1.65
L000778,2025-03-29,T0310,Logan Lopez,"Denver, CO → Pittsburgh, PA",832,1381.12,1486.67,-105.55,-7.64
L000779,2025-08-18,T0011,Riley Thomas,"Indianapolis, IN → Birmingham, AL",764,2314.92,1241.8,1073.12,46.36
L000780,2025-06-11,T0061,Reese Moore,"Portland, OR → Minneapolis, MN",1792,3404.8,2959.47,445.33,13.08
L000781,2025-04-20,T0182,Kai Martin,"Seattle, WA → Cincinnati, OH",1970,3309.6,3727.37,-417.77,-12.62
L000782,2025-03-23,T0365,Reese Thomas,"Denver, CO → Philadelphia, PA",978,2122.26,1894.15,228.11,10.75
L000783,2025-06-17,T0251,Casey Rodriguez,"San Antonio, TX → Baltimore, MD",1896,4664.16,3580.8,1083.36,23.23
L000784,2025-02-05,T0370,Emerson Jackson,"Atlanta, GA → Milwaukee, WI",2238,4408.86,4085.89,322.97,7.33
L000785,2025-06-21,T0264,Quinn Martinez,"Denver, CO → Jacksonville, FL",712,1609.12,1282.52,326.6,20.3
L000786,2025-09-05,T0306,Jesse Brown,"Seattle, WA → Tampa, FL",947,1628.84,1572.37,56.47,3.47
L000787,2025-09-07,T0319,Avery Anderson,"Memphis, TN → San Diego, CA",1373,2979.41,2746.38,233.03,7.82
L000788,2025-07-01,T0278,Jesse Martin,"Chicago, IL → Orlando, FL",302,742.92,527.73,215.19,28.97
L000789,2025-06-04,T0346,Alex Johnson,"Charlotte, NC → Richmond, VA",2010,3477.3,3557.14,-79.84,-2.3
L000790,2025-01-05,T0276,Micah Martinez,"Dallas, TX → Boise, ID",1784,4085.36,3241.13,844.23,20.66
L000791,2025-01-22,T0237,Jordan Davis,"Savannah, GA → New York, NY",1182,2588.58,2023.92,564.66,21.81
L000792,2025-07-13,T0312,Morgan Lopez,"Dallas, TX → San Diego, CA",1057,1765.19,1879.24,-114.05,-6.46
L000793,2025-02-01,T0260,Quinn Williams,"Miami, FL → Cincinnati, OH",1819,4238.27,3608.73,629.54,14.85
L000794,2025-01-25,T0062,Avery Anderson,"San Antonio, TX → Tampa, FL",265,1041.45,487.91,553.54,53.15
L000795,2025-02-28,T0144,Emerson Rodriguez,"Newark, NJ → Pittsburgh, PA",1918,4296.32,3332.31,964.01,22.44
L000796,2025-05-12,T0204,Alex Rodriguez,"Denver, CO → Birmingham, AL",1528,3514.4,3025.56,488.84,13.91
L000797,2025-06-24,T0028,Avery Jones,"Charlotte, NC → Norfolk, VA",2291,4192.53,4221.13,-28.6,-0.68
L000798,2025-05-17,T0214,Quinn Anderson,"Dallas, TX → Minneapolis, MN",820,1828.6,1618.51,210.09,11.49
L000799,2025-04-15,T0079,Rowan Taylor,"San Antonio, TX → Philadelphia, PA",610,1634.8,1129.74,505.06,30.89
L000800,2025-06-18,T0277,Finley Taylor,"Nashville, TN → Milwaukee, WI",224,754.88,442.03,312.85,41.44
L000801,2025-06-15,T0068,Jordan Gonzalez,"Newark, NJ → Birmingham, AL",1779,3735.9,3089.16,646.74,17.31
L000802,2025-04-05,T0077,Avery Anderson,"Savannah, GA → Orlando, FL",1100,2277.0,2041.32,235.68,10.35
L000803,2025-09-17,T0193,Kai Thomas,"Savannah, GA → Milwaukee, WI",760,1672.0,1342.19,329.81,19.73
L000804,2025-09-20,T0392,Hayden Lopez,"Miami, FL → Milwaukee, WI",919,1929.9,1726.93,202.97,10.52
L000805,2025-06-02,T0171,Kai Martinez,"Indianapolis, IN → Baltimore, MD",903,1760.85,1635.92,124.93,7.1
L000806,2025-09-17,T0360,Emerson Brown,"Nashville, TN → Buffalo, NY",1292,2829.48,2242.97,586.51,20.73
L000807,2025-08-29,T0204,Reese Taylor,"Newark, NJ → Tampa, FL",2235,4358.25,3562.68,795.57,18.25
L000808,2025-07-14,T0349,Hayden Garcia,"Savannah, GA → Salt Lake City, UT",1226,3040.48,2100.4,940.08,30.92
L000809,2025-04-19,T0082,Logan Lopez,"Newark, NJ → San Diego, CA",2365,4138.75,3773.56,365.19,8.82
L000810,2025-07-20,T0167,Finley Jones,"Savannah, GA → Milwaukee, WI",786,2161.5,1459.33,702.17,32.49
L000811,2025-03-19,T0019,Micah Martinez,"Dallas, TX → Cincinnati, OH",1482,3319.68,2725.64,594.04,17.89
L000812,2025-07-18,T0005,Quinn Thomas,"Charlotte, NC → Cincinnati, OH",2268,4876.2,4162.49,713.71,14.64
L000813,2025-04-24,T0199,Kai Thomas,"Denver, CO → Pittsburgh, PA",805,1626.1,1387.59,238.51,14.67
L000814,2025-02-26,T0249,Finley Martin,"Newark, NJ → Jacksonville, FL",2051,4676.28,3733.77,942.51,20.16
L000815,2025-02-28,T0313,Jesse Williams,"Denver, CO → San Jose, CA",740,1850.0,1332.77,517.23,27.96
L000816,2025-07-31,T0232,Alex Williams,"Seattle, WA → Tampa, FL",933,2239.2,1760.42,478.78,21.38
L000817,2025-03-24,T0292,Finley Martin,"Portland, OR → Pittsburgh, PA",855,1752.75,1721.16,31.59,1.8
L000818,2025-02-06,T0214,Reese Taylor,"Nashville, TN → Philadelphia, PA",527,1570.46,901.08,669.38,42.62
L000819,2025-03-13,T0021,Riley Thomas,"Columbus, OH → San Diego, CA",1970,3880.9,3303.8,577.1,14.87
L000820,2025-08-29,T0388,Avery Taylor,"Denver, CO → Boise, ID",978,2200.5,1776.89,423.61,19.25
L000821,2025-02-21,T0112,Casey Thomas,"Columbus, OH → Philadelphia, PA",2446,4916.46,4174.79,741.67,15.09
L000822,2025-07-07,T0165,Rowan Jackson,"Charlotte, NC → Orlando, FL",1425,2593.5,2648.82,-55.32,-2.13
L000823,2025-06-09,T0052,Taylor Wilson,"Atlanta, GA → Richmond, VA",1035,2390.85,2133.89,256.96,10.75
L000824,2025-02-08,T0341,Riley Moore,"Los Angeles, CA → Louisville, KY",421,1267.21,672.48,594.73,46.93
L000825,2025-08-21,T0276,Logan Williams,"Portland, OR → Buffalo, NY",1138,2298.76,1814.09,484.67,21.08
L000826,2025-05-24,T0371,Emerson Jackson,"San Antonio, TX → San Diego, CA",947,2263.33,1583.63,679.7,30.03
L000827,2025-09-12,T0222,Harper Gonzalez,"Kansas City, MO → Boise, ID",1358,2512.3,2162.93,349.37,13.91
L000828,2025-05-26,T0047,Casey Garcia,"Los Angeles, CA → Buffalo, NY",2484,4545.72,4232.41,313.31,6.89
L000829,2025-02-21,T0398,Morgan Anderson,"Savannah, GA → Cincinnati, OH",659,1805.66,1132.31,673.35,37.29
L000830,2025-08-28,T0243,Casey Thomas,"San Antonio, TX → New York, NY",2380,5616.8,4455.94,1160.86,20.67
L000831,2025-03-29,T0066,Hayden Anderson,"Nashville, TN → Baltimore, MD",2370,4905.9,3999.75,906.15,18.47
L000832,2025-04-14,T0228,Kai Garcia,"Boston, MA → New York, NY",1456,2780.96,2794.75,-13.79,-0.5
L000833,2025-07-26,T0017,Rowan Gonzalez,"Indianapolis, IN → Orlando, FL",1983,4104.81,3199.72,905.09,22.05
L000834,2025-08-08,T0217,Rowan Rodriguez,"Savannah, GA → Baltimore, MD",1870,4057.9,3162.47,895.43,22.07
L000835,2025-03-08,T0197,Morgan Lopez,"Boston, MA → Salt Lake City, UT",1267,2179.24,1932.23,247.01,11.33
L000836,2025-09-02,T0305,Morgan Miller,"Boston, MA → San Diego, CA",1965,3556.65,3628.96,-72.31,-2.03
L000837,2025-01-03,T0323,Finley Thomas,"Atlanta, GA → Louisville, KY",321,757.56,552.26,205.3,27.1
L000838,2025-02-07,T0059,Morgan Jones,"Newark, NJ → Baltimore, MD",1817,3506.81,3338.07,168.74,4.81
L000839,2025-01-07,T0348,Jesse Lopez,"Seattle, WA → New York, NY",1088,2632.96,1897.0,735.96,27.95
L000840,2025-05-21,T0055,Cameron Brown,"Charlotte, NC → Philadelphia, PA",2248,5192.88,4026.24,1166.64,22.47
L000841,2025-05-16,T0011,Kai Brown,"Nashville, TN → San Jose, CA",1606,3629.56,2985.33,644.23,17.75
L000842,2025-08-15,T0176,Logan Brown,"Dallas, TX → Salt Lake City, UT",2150,5203.0,3727.86,1475.14,28.35
L000843,2025-07-19,T0061,Cameron Moore,"Kansas City, MO → Raleigh, NC",1439,3396.04,2820.54,575.5,16.95
L000844,2025-05-09,T0297,Avery Martinez,"Columbus, OH → New York, NY",1923,3576.78,3585.75,-8.97,-0.25
L000845,2025-04-05,T0388,Taylor Moore,"Seattle, WA → San Diego, CA",2302,3775.28,4472.09,-696.81,-18.46
L000846,2025-09-16,T0127,Cameron Williams,"Chicago, IL → Raleigh, NC",146,516.84,279.6,237.24,45.9
L000847,2025-07-13,T0218,Kai Johnson,"Chicago, IL → Pittsburgh, PA",1999,4337.83,4039.86,297.97,6.87
L000848,2025-09-08,T0117,Morgan Jones,"Seattle, WA → Milwaukee, WI",1150,2150.5,1948.72,201.78,9.38
L000849,2025-05-12,T0365,Riley Thomas,"Savannah, GA → Minneapolis, MN",451,1231.23,813.07,418.16,33.96
L000850,2025-05-09,T0183,Cameron Moore,"Boston, MA → Tampa, FL",2440,4806.8,4185.51,621.29,12.93
L000851,2025-09-14,T0212,Taylor Johnson,"Memphis, TN → New York, NY",784,2257.92,1415.01,842.91,37.33
L000852,2025-04-15,T0063,Hayden Gonzalez,"Savannah, GA → Salt Lake City, UT",783,1832.22,1453.06,379.16,20.69
L000853,2025-02-13,T0220,Drew Jones,"Denver, CO → Tampa, FL",751,2177.9,1401.45,776.45,35.65
L000854,2025-02-06,T0273,Riley Hernandez,"Charlotte, NC → Cincinnati, OH",626,1658.9,1039.44,619.46,37.34
L000855,2025-05-12,T0210,Logan Thomas,"Columbus, OH → San Jose, CA",1727,3108.6,2878.86,229.74,7.39
L000856,2025-01-10,T0173,Jesse Gonzalez,"Boston, MA → Tampa, FL",1188,2174.04,2153.32,20.72,0.95
L000857,2025-09-12,T0137,Jesse Martin,"Charlotte, NC → San Diego, CA",1312,2597.76,2337.58,260.18,10.02
L000858,2025-06-11,T0036,Casey Johnson,"Houston, TX → Raleigh, NC",469,1167.81,737.85,429.96,36.82
L000859,2025-08-22,T0312,Harper Lopez,"Memphis, TN → San Diego, CA",1423,2860.23,2720.75,139.48,4.88
L000860,2025-07-07,T0112,Cameron Brown,"Miami, FL → Birmingham, AL",2337,4767.48,4171.72,595.76,12.5
L000861,2025-07-21,T0236,Logan Wilson,"Seattle, WA → Orlando, FL",120,380.4,206.36,174.04,45.75
L000862,2025-08-08,T0229,Morgan Jackson,"San Antonio, TX → Buffalo, NY",2326,4303.1,4285.06,18.04,0.42
L000863,2025-08-11,T0353,Reese Gonzalez,"Savannah, GA → Jacksonville, FL",1250,3087.5,2256.09,831.41,26.93
L000864,2025-08-23,T0029,Hayden Martin,"Seattle, WA → Tampa, FL",1798,3110.54,2861.05,249.49,8.02
L000865,2025-06-06,T0315,Quinn Anderson,"Atlanta, GA → Baltimore, MD",1658,2984.4,2902.05,82.35,2.76
L000866,2025-01-10,T0184,Harper Rodriguez,"Denver, CO → Baltimore, MD",1498,3175.76,2724.63,451.13,14.21
L000867,2025-03-08,T0267,Kai Martinez,"San Antonio, TX → Milwaukee, WI",2400,5280.0,4369.55,910.45,17.24
L000868,2025-03-27,T0171,Kai Martin,"Kansas City, MO → Tampa, FL",1212,2460.36,2134.05,326.31,13.26
L000869,2025-08-06,T0368,Harper Miller,"Dallas, TX → Cincinnati, OH",539,1309.77,922.35,387.42,29.58
L000870,2025-07-30,T0228,Quinn Thomas,"Columbus, OH → New York, NY",637,1898.26,1099.01,799.25,42.1
L000871,2025-02-09,T0350,Drew Rodriguez,"Boston, MA → Birmingham, AL",1308,2145.12,2246.91,-101.79,-4.75
L000872,2025-04-21,T0270,Jesse Gonzalez,"Newark, NJ → Philadelphia, PA",1678,4127.88,2905.97,1221.91,29.6
L000873,2025-03-23,T0145,Alex Thomas,"San Antonio, TX → Boise, ID",619,1943.66,939.88,1003.78,51.64
L000874,2025-05-30,T0332,Harper Gonzalez,"Los Angeles, CA → Richmond, VA",246,755.22,374.54,380.68,50.41
L000875,2025-02-18,T0202,Morgan Jones,"Savannah, GA → Pittsburgh, PA",1038,2325.12,1761.43,563.69,24.24
L000876,2025-05-25,T0088,Cameron Davis,"Phoenix, AZ → Cincinnati, OH",445,1130.3,878.2,252.1,22.3
L000877,2025-08-22,T0299,Riley Miller,"Portland, OR → Jacksonville, FL",1336,2311.28,2344.77,-33.49,-1.45
L000878,2025-01-08,T0068,Emerson Brown,"Portland, OR → Buffalo, NY",240,936.0,442.15,493.85,52.76
L000879,2025-05-17,T0173,Jordan Taylor,"Seattle, WA → Minneapolis, MN",1581,3731.16,3105.01,626.15,16.78
L000880,2025-09-09,T0392,Riley Miller,"Charlotte, NC → Tampa, FL",2384,5101.76,4414.77,686.99,13.47
L000881,2025-02-23,T0030,Morgan Jones,"Memphis, TN → Richmond, VA",2220,3707.4,3925.77,-218.37,-5.89
L000882,2025-04-08,T0011,Morgan Jones,"Atlanta, GA → Louisville, KY",598,1333.54,1159.42,174.12,13.06
L000883,2025-09-17,T0351,Alex Rodriguez,"Indianapolis, IN → San Jose, CA",1354,2410.12,2374.9,35.22,1.46
L000884,2025-05-23,T0014,Taylor Rodriguez,"Phoenix, AZ → Pittsburgh, PA",246,920.04,429.48,490.56,53.32
L000885,2025-08-05,T0039,Jordan Moore,"San Antonio, TX → Jacksonville, FL",727,2122.84,1350.9,771.94,36.36
L000886,2025-03-18,T0145,Logan Hernandez,"Columbus, OH → Louisville, KY",2119,4301.57,3702.44,599.13,13.93
L000887,2025-03-22,T0399,Alex Johnson,"Denver, CO → Orlando, FL",394,977.12,668.48,308.64,31.59
L000888,2025-02-07,T0278,Jesse Williams,"Chicago, IL → San Diego, CA",1315,2406.45,2340.95,65.5,2.72
L000889,2025-05-07,T0102,Casey Lopez,"Newark, NJ → Salt Lake City, UT",936,2115.36,1520.69,594.67,28.11
L000890,2025-02-15,T0273,Drew Rodriguez,"San Antonio, TX → Boise, ID",636,1793.52,1160.72,632.8,35.28
L000891,2025-08-15,T0238,Jesse Martin,"Phoenix, AZ → Raleigh, NC",555,1387.5,970.72,416.78,30.04
L000892,2025-05-15,T0168,Quinn Garcia,"Kansas City, MO → Salt Lake City, UT",1013,2188.08,1886.73,301.35,13.77
L000893,2025-01-11,T0135,Morgan Miller,"Los Angeles, CA → San Jose, CA",2045,3824.15,3559.43,264.72,6.92
L000894,2025-05-02,T0387,Emerson Taylor,"Los Angeles, CA → Birmingham, AL",2127,4083.84,4021.2,62.64,1.53
L000895,2025-04-20,T0134,Cameron Williams,"Dallas, TX → Louisville, KY",1218,1948.8,2021.04,-72.24,-3.71
L000896,2025-01-03,T0195,Alex Jackson,"Houston, TX → Buffalo, NY",1062,1869.12,1958.69,-89.57,-4.79
L000897,2025-01-19,T0394,Hayden Taylor,"Atlanta, GA → Tampa, FL",1464,2503.44,2919.56,-416.12,-16.62
L000898,2025-03-09,T0238,Alex Johnson,"Phoenix, AZ → New York, NY",1289,2835.8,2549.8,286.0,10.09
L000899,2025-09-20,T0280,Jesse Martin,"Los Angeles, CA → San Diego, CA",1924,3232.32,3252.1,-19.78,-0.61
L000900,2025-06-25,T0398,Kai Martin,"Phoenix, AZ → Philadelphia, PA",293,911.23,615.36,295.87,32.47
L000901,2025-08-21,T0114,Morgan Miller,"Denver, CO → Philadelphia, PA",1806,2997.96,2926.46,71.5,2.39
L000902,2025-09-14,T0175,Drew Miller,"Columbus, OH → Pittsburgh, PA",1021,2093.05,2111.62,-18.57,-0.89
L000903,2025-07-01,T0305,Kai Thomas,"Denver, CO → Minneapolis, MN",1135,1974.9,2060.42,-85.52,-4.33
L000904,2025-04-02,T0276,Morgan Gonzalez,"San Antonio, TX → Cincinnati, OH",1366,3319.38,2291.25,1028.13,30.97
L000905,2025-05-08,T0329,Alex Johnson,"Charlotte, NC → Louisville, KY",1017,1861.11,1940.47,-79.36,-4.26
L000906,2025-05-08,T0236,Emerson Martinez,"Kansas City, MO → Tampa, FL",666,2077.92,964.56,1113.36,53.58
L000907,2025-06-06,T0067,Rowan Gonzalez,"Atlanta, GA → Cincinnati, OH",2392,4760.08,4570.59,189.49,3.98
L000908,2025-04-12,T0233,Harper Davis,"Boston, MA → Philadelphia, PA",1545,3800.7,2647.51,1153.19,30.34
L000909,2025-01-24,T0144,Casey Johnson,"Savannah, GA → Louisville, KY",1204,2576.56,2198.81,377.75,14.66
L000910,2025-04-08,T0263,Avery Anderson,"Los Angeles, CA → Philadelphia, PA",1891,3876.55,3633.34,243.21,6.27
L000911,2025-01-13,T0087,Cameron Williams,"Phoenix, AZ → Richmond, VA",1244,2848.76,2527.99,320.77,11.26
L000912,2025-03-06,T0060,Avery Anderson,"Dallas, TX → Birmingham, AL",1641,3610.2,2939.8,670.4,18.57
L000913,2025-08-18,T0329,Kai Martin,"San Antonio, TX → Jacksonville, FL",962,1885.52,1743.83,141.69,7.51
L000914,2025-06-07,T0253,Logan Wilson,"San Antonio, TX → Norfolk, VA",2020,4060.2,3805.93,254.27,6.26
L000915,2025-08-17,T0219,Morgan Jones,"Charlotte, NC → Cincinnati, OH",1630,3586.0,2972.85,613.15,17.1
L000916,2025-03-12,T0038,Morgan Miller,"Miami, FL → Baltimore, MD",1189,2532.57,2104.56,428.01,16.9
L000917,2025-04-09,T0007,Quinn Williams,"Newark, NJ → Minneapolis, MN",1847,3989.52,3148.0,841.52,21.09
L000918,2025-06-28,T0328,Reese Miller,"Newark, NJ → Jacksonville, FL",942,1742.7,1633.48,109.22,6.27
L000919,2025-04-19,T0309,Taylor Gonzalez,"Nashville, TN → New York, NY",130,395.2,360.51,34.69,8.78
L000920,2025-05-21,T0094,Micah Brown,"Portland, OR → Tampa, FL",1960,4645.2,3932.81,712.39,15.34
L000921,2025-07-24,T0390,Reese Moore,"Kansas City, MO → New York, NY",1755,3369.6,2752.39,617.21,18.32
